@relation sentimentos

@attribute text string
@attribute sentimento {Negativo,Neutro,Positivo}

@data
'@M78HN Eu quero o da arminha ! :(',Negativo
'@caratstalk adore u :(',Negativo
'@MaicL33 Comigo so sobrou esse :(',Negativo
'Mano eu quero muito a Sitonai no fgo aaaaaaaaa por favor Deus me dê sorte pra conseguir ela :((',Negativo
'@ppbocca eu fiquei sabendo disso agora, que tristeza :( tava muito feliz com um negro da ZL em Brasília :( mas a gente tá com uma resistência forte, não vão nos calar!',Negativo
'@madues1 não sei nem como responder esse tweet :((( seguimos juntas. #EleNao',Negativo
'@MottaTarcisio te amo gordinho :(',Negativo
'Acordei com saudade da Bahia :( e até mesmo do calor de lá',Negativo
'Preciso de outra capinha pro meu celular :(',Negativo
'@malugaspar Vai publicar, Malu? Ontem tive a sorte de aniversariar e não consegui ouvir vocês ao vivo :(',Negativo
'@lamourq Se eu fosse enfermeira do Esf desse bairro mas eu juro que teria feito grupo na estratégia uma vez por semana de educação política KKKKKKKKKK q merda né! Vulnerabilidade social parte meu coração :(',Negativo
'logo eu que sempre fui counter terrorist :(',Negativo
'@paolladiaas sim, mas já desisti desse povo pq n dá pra contar com ngm dessa família msm :(( sempre',Negativo
'@intersztellar to nessa tb :((',Negativo
'@tu_uty kkkkk mano meu tuite saiu mt incompleto, nem vi q tinha enviado... tô feliz pq ele teve mt voto (principalmente aqui em Manaus), mas triste pq msm assim não foi suficiente pra tirar o Braga, foda :(',Negativo
'@thisishowKIMdo eu tentei né fada :( que tristeza meu Deus',Negativo
'@mmmacaaaa Tengo que afeitarme :(',Negativo
'@Geoda_Boy Aish :(',Negativo
'@coldmika Isso, errei kkkkk tô tão confuso com essa situação :(',Negativo
'@benokuster @vivicabral10 bem nessa... :(',Negativo
'@igrobvieira painho é igualzinho :(',Negativo
'@itswreid não deu :(',Negativo
'@yurizurigo arruma as vendas da Pool Party :( preciso de algo pra me animar hahahahahah',Negativo
'Desculpa o tamanho do texto kkkkk misturou bebida + eleição e sentimentos :( — Suave kkk https://t.co/vdXPBMwYy3',Negativo
'@dcsfigueiredo FODASSE DIA Q MERDA PT :( bate na madeira sff',Negativo
'@Alinesayuri_ Meu sonho ter um doguiin :(',Negativo
'@LoiraNoob Eu simplesmente eu não paro de tremer e chorar, principalmente por meus pais serem evangélicos e apoiarem o Bolsonaro. São tempos sombrios Malena Nunes, tempos sombrios :(',Negativo
'@_beatsbyvine Eu tb :(',Negativo
'@hudsonborgo Desculpa :( vou parar',Negativo
'minha orelha tá toda machucada de alargar com fita :(',Negativo
'@laisoIada @mulherroleira ah não :( eu lembro que seus pais eram pt quando a gente era pequena',Negativo
'@brnlemos_ rapaz, já vi tanto tweet + RT contra ele que esses números nem são muito expressivos.. mas a quantidade de votos dele foi, não tem muito como fugir dessa realidade :(',Negativo
'@M4theR3is Afi não acredito :(',Negativo
'@caula_kp não faz isso pfvrrr :(',Negativo
'@babi_lm força viu :(',Negativo
'@lethiucia desculpa o acilo, tô sem celular :(((',Negativo
'Tenho muito medo do destino do país e dos cidadãos da classe desprivilegiada-da qual faço parte- então nesse segundo turno, POR FAVOR, votem no Haddad. o Brasil está correndo um grande risco Pode parecer melancólico, mas é a mais pura verdade :( #EleNao',Negativo
'Mas infelizmente isso n é no meu tempo ne :(',Negativo
'@monetsbern eu vi isso, to devastada, principalmente pq pensei que ela n iria me decepcionar, mas pelo visto me decepcionou :((',Negativo
'@babi_lm puts que complicado :( parece q votar nulo/branco tanto faz, só ajuda quem tá em primeiro lugar.. :(',Negativo
'@BreierWeslley @Vidal_FBPA Então ele manda isso pra todos? baaaaah :(',Negativo
'@aIicinha na minha tem 6 :( fico muito mal quando lembro disso',Negativo
'queria ser cearense :(',Negativo
'@sherowbrina eu entendo, não tem como defender mesmo :(',Negativo
'@sailorloserr me esforçando angi. juro :(',Negativo
'tenho tanta coisa pra fazer hoje :(',Negativo
'@leoribeiro Não deu para ele, infelizmente. :(',Negativo
'Das cute :(( https://t.co/4gdFwwX9VJ',Negativo
'@taehxlland @defensethabie Os meus tentaram salvar mas infelizmente uma das poucas famílias que não tinha eleitor do bozo :(',Negativo
'Chateada e não é com a política :( 💔 nosso coração custa a entender certas coisas',Negativo
'@soniabrahao amiga :( reza e emane boas energias, vai ficar td bem✨✨',Negativo
'@matheusmafrae Não fica assim :( o que foi bebê?',Negativo
'@panthereve eu tô na mesma, neném :(',Negativo
'@mrllabb aí :( quero saber tudo',Negativo
'@BrasilGameShow me ajudem, por favor :(',Negativo
'@imbizita @LoiraNoob Poxa :(',Negativo
'@sakkugawa Falaram agora que a responsável pelas finanças da HDM tinha sido hospitalizada... :( Pesado, mas devia ter mais de um responsável pra esses imprevistos, porque não foi culpa da produtora ㅠㅠ',Negativo
'@melgoats eu também fiquei triste :(',Negativo
'@mipieroni Vamos nos mudar, miga :(',Negativo
'So queria uma alma caridosa pra dividir netflix comigo :(',Negativo
'@imbizita você não tá sozinha :(',Negativo
'@panthereve NEM EU PORRAAAAAAAAAA :(((((((',Negativo
'@mimiljoaquin @GodphreyBndct Jusqq :((',Negativo
'@lavaland força amiga :(',Negativo
'Queria tanto a semana do saco cheiooooo :(',Negativo
'só de lembrar que daqui 3 dias a camila vai estar em solo brasileiro de novo depois de um ano,me dá uma alegria e uma tristeza no coração por saber que eu não vou ver meu neném e nem escutar a voz dela nem de longe :(',Negativo
'A situação que chegamos, é deprimente :((( https://t.co/kEzWZbCexA',Negativo
'@clr_hikariz Eu tô horrorizada com tudo isso :(',Negativo
'Eu mesma ontem à noite após saber que você sabe quem foi p segundo turno e que a gente já perdeu :( https://t.co/gX0uRqBZgg',Negativo
'@sanguenet Espero que tu fique bem :((',Negativo
'@seesawwsuga um hino que sempre estará no meu coração :(',Negativo
'@prsianrug Se quisesses saber de mim não eras :(',Negativo
'@childoforgana Eu sou do Rio :(',Negativo
'@jwmesdornan pensei que vc ia :(',Negativo
'Até às 19h30 de ontem eu ainda esperava que a @ivonepita estivesse certa :(',Negativo
'@CdNLeon Isso é pq cada um vê o que agrada na sua bolha social. O algoritmo do facebook é um exemplo disso. Em grande maioria vemos pessoas que concorda com nossa opinião, noticias a nosso favor. Isso tudo reforça nossa opinião, contra ou a favor do inominável. :(',Negativo
'@chanchanmand ata e o bom cristao é quem defende tortura, jesus concorda tb, certeza. Sinto mt, mandinha :(',Negativo
'@Anns_ Pois é. :(',Negativo
'O tamanho da minha gripe, bicho :(',Negativo
'@_rcssr @anendfor vi migo, senti a dor aqui :(',Negativo
'@gaybyuul era uma bolsominia :( era um tweet com uma foto de uma mulher com um bumbum pequeno e ela dizia tipo  só pego homem com mais de 1.80  numa comparação escrota que ensinuava que se a mulher não tem corpo gostoso ela não pode  exigir  nem ter preferências estranho e escroto',Negativo
'@DanPimpao @cirogomes também :( quero ele em 2022',Negativo
'@univrsemarvel Ensina pro sudeste também, aqui a gente reprovou já :(',Negativo
'serio eu to c tanto medo de viver nesse país preconceituoso e burro :(',Negativo
'Tempos difíceis :( https://t.co/UM3pr9S01C',Negativo
'fav no meu fixado q flopou pq não tenho mais amigos no site unes :(',Negativo
'@supp_de_GA AAAH NAo, vamos fazer o melhor natal de todos por favor, eu nao aguento mais chorAAAR :((',Negativo
'Minha cruz partiu no meio :(',Negativo
'@avwengers eu também :( é horrível mesmo vamoss 💕',Negativo
'@taejpter acho que vai :(',Negativo
'@geocaio_ A estratégia era a esquerda focar no Ciro. Agora realmente parece que estamos mais impotentes do que nunca :(',Negativo
':( eu fiquei na dúvida se colocava leite ou não e com medo de ficar horrível acabei que não colocando https://t.co/gvwjQXPXo9',Negativo
'@manu_SCP_1906 Fiquei sad a manha toda por causa do sonho, onde estava o Daddy? :(',Negativo
'@juliies isso é horrível, me sinto muito infantil :(',Negativo
'a pintinha :( https://t.co/wyHLLFbl2b',Negativo
'@helloitsmeliana Miga eu sou muito burra HAHA :(',Negativo
'To querendo ir pro Guarujá, oq acha? Ja to vendo casa — Acho dhrr, mas eu n sei qem vc é :( https://t.co/EP3EB2lcYJ',Negativo
'@jessbsb Eu tinha visto essa notícia e fiquei loka do pão bem puta da vida, daí ontem li essa e fiquei meio perdida... Não sei no que acreditar :( haushauahaua https://t.co/jdWam6laW6',Negativo
'com essa tragédia das eleições, até esqueci de avisar q meu hamster morreu :(',Negativo
'@mabigabi_ Acho que quem vota nele não se importa :((((',Negativo
'@0XXROB Ai mas qie droga. :( já tentou entrar numa base ou feudo? ;;',Negativo
'@analuisalira_ bolsonaro amiga :(',Negativo
'@lchamelet Exato! A gente que eh pobre vai continuar se fudendo... Mas eh bem triste fazerem a gente escolher entre democracia x facismo sendo que a gente tinha sim candidatos competentes :( não queria vestir a camisa do pt mas não dá pra apoiar uma pessoa que vai contra nossa existência :(',Negativo
'Inclusive, uma das ideias do bonoloro é explorar a Amazônia e reservas indígenas. Ele sempre se declarou contra a Funai e o ativismo verde, pode ter certeza que teremos retrocesso nisso também... :(',Negativo
'Na Itália ta cheio de bilsomiro :(',Negativo
'@brunamacedor concordo, uma pena que ele tbm deu esses discursos esse ano, acho que ngm muda tão rápido :(',Negativo
'@giismiranda Só domingo :(',Negativo
'mano eu to com um medo do c*ralho, me desculpem o palavrão :( https://t.co/Lt45iIflv2',Negativo
'@inesventura_ Bebaços n mereceram esse love no grupo :((',Negativo
'queria poder apagar da memória todos os episódios de naruto e once upon a time pra eu ter o prazer de assistir tudo de novo :(',Negativo
'@MiriamLeitaoCom Só é triste dar esses resultados, não é @MiriamLeitaoCom ? :(',Negativo
'saudades de alguém? — sim :( https://t.co/0nxNw1u1sY',Negativo
'Eu tava tão feliz ontem :( https://t.co/fsjl3DHNYU',Negativo
'@obliviatozier eu nunca vou convencer mana, eu tentei de todo jeito mas não dá :(',Negativo
'O foda é vc perceber que no geral as pessoas CAGAM quando vc vai falar da ameaça de um bolsonazi para as minorias. CAGAM. Tão pouco se fodendo pro negro, gay, mulher, pobre. Brasileiro não tem empatia nenhuma :(',Negativo
'bastarz foi cancelado :(((',Negativo
'gente....o ciro estudou economia política e HARVARD mano aaaaaaaaa :( ♥️ to devastada',Negativo
'@braunermegda @LulaOficial @Haddad_Fernando Gennnnnte mas eles não vão vencer o bozo assim nem fodennnnnndo :(',Negativo
'@igoikpk eai q vai ter ditadura na certa :(',Negativo
'Cada escolha que fazemos, decepcionamos alguém. Só temos que ter cuidado, para não decepcionarmos as pessoas erradas. :-(',Negativo
'@franca_carneiro @ifsdefsoul ai desculpa o surto :( eu não acredito que eles apoiariam esse coiso eu tenho certeza que eles são sensatos e estudariam os candidatos pensando num todo',Negativo
'@marcelalops Falar com as paredes dá mais resultado, infelizmente :(',Negativo
'N da nem pra zoar mais com politica :(',Negativo
'@TNCPredator No esl :(((',Negativo
'@910WG Quero muito a a :((( me acorda com beijos amanhã',Negativo
'Acho que pode sim... Se fica bom eu não sei! Só tomei de morango com leite e coisa do tipo. :( https://t.co/UnOhFqlYYm',Negativo
'@carrolizando Cirinho não entrou :(',Negativo
'Eu quero viver com o tigs e com o Tuma e passar o dia a gravar músicas :(',Negativo
'a energia está pesada demais :(',Negativo
'@carolxicilina Putaquepariu :(',Negativo
'@thiagod_CRF nunca mano para :(',Negativo
'@_kniinaa simmm!! queria ir :(',Negativo
'@ygordsb Sdds dos memes :(',Negativo
'@ariadnii_ Pfvr vamo criar um mundinho so nosso longe de toda a podridão e vamo viver em paz :((((((((',Negativo
'@_renatarribeiro ai benas ainda bem q passou rápido logo eu dormi pq ficar alimentano isso ia só piorar :(',Negativo
'@morganapzk guria, eu só não chorei quando vi o resultado oficial pq tava no meio da galera e um segurou o outro, mas bicha eu to apavorada :(',Negativo
'@caroulding doi muito ver quem a gente ama apoiando um absurdo desse :( mas a luta continua miga',Negativo
'@chadias A ultima coisa q eu quero é q vc faça uma coisa dessas, bee :( mas, por curiosidade, pq essa preocupação com o velorio? por mim eu faria o maximo pra horrorizar e mostrar aos parentes q eles tem culpa nisso.',Negativo
'Ontem as minhas amigas foram embora e hoje foi a minha família :(',Negativo
'@gabesgs o pior é que é o jeito dele, mas passa essa imagem mesmo e é desesperador :(',Negativo
'@CdNLeon Leon deixa eu morar na sua casa eu sei fazer miojo :(',Negativo
'porque que a rita nunca percebe a minha ironia :(',Negativo
'Se o Matheus for embora de udia eu vou ficar muito triste :(',Negativo
'eu sinto muito pelo meu país, eu sinto muito como bissexual, sinto muito como umbandista, sinto muito pelos meus amigos negros, sinto muito pelo meu lugar de origem onde tem Índios, eu sinto muito pelas minorias, todo meu apoio à vocês agora :( 💔',Negativo
'hoje o dia vai ser bem triste :(',Negativo
'@fercb_ aí fer eu fico muito triste com isso :( vamo fazer um natal coletivo na ccxp',Negativo
'Mano eu surtei tanto quando bastarz anunciou :((',Negativo
'@shadowhuntxs É justamente por cada um olhar para o próprio umbigo, que estamos a um passo do abismo. Mas não da p esperar muito de um país que compactua com o ódio e preconceito que esse homem prega! :(',Negativo
'@ciaonana mds será, nana? ;; eu pensei que só tinha isso quando eles comiam a parede hsjdjdj (ele fazia isso quando era pequenininho) o estranho é que ele come tão direitinho :( vou ficar de olho',Negativo
'Queria fazer meu baile :(',Negativo
'@leomouras98 tô triste :(',Negativo
'E pensar que em anos anteriores eu também subestimava :( Parece que eu tô vivendo em outra realidade https://t.co/XrzGTP39tb',Negativo
'A minha irmã vai embora amanha :(',Negativo
'Estou triste :((',Negativo
'send mimos :(',Negativo
'@lefege foda :( acho q é isso estamos toda a beira do colapso mas tem as contas p pagar no fim do mês e o ciclo vicioso se repete voto na greve geral p termos um dia p reenergizar',Negativo
'E o dia já raiou... e ainda estamos sem presidente! :(',Negativo
'@strykdztrash @andrenafleck202 @jikookgucci @jiminiiechii Eu quero tbm :((( tava sem bateria',Negativo
'@laura_isv pois é :(',Negativo
'vira  por favor te imploro seja solidário comigo não vote bono :(  pro cara que tarra gritando  bonoro vai matar viado ',Negativo
'Malu eu te amo muito! obrigada amiga, por me apoiar sempre e estar aqui pra tudo, seja em momentos de alegria ou em momentos de tristeza. Você é o meu tudinho (nao o do gustavo ecaeca) Te amo pra caralho porra! estou com saudades vamos nos ver logo por favor :(💞@_93daegu https://t.co/cSA0y8d2bD',Negativo
'@gxbrielmvli eu não sei nem oq pensar, eu tô desesperado :(',Negativo
'Qual foi a última vez que você foi para a praia? — há 5 anos atrás :( https://t.co/ssIaq3CSRI',Negativo
'o sorriso do ten é tão lindo :(',Negativo
'Como foi o melhor sonho que você já teve? — eu abraçava o meu avô falecido :( https://t.co/IuTi9t1mdF',Negativo
'@KingRikiDio :( cê tá na ufu nenê? se quiser se encontrar eu to no DA',Negativo
'@isabelarrincon belinha, nao aguento mais chorar :((( até o @tarrais tá recebendo ataque',Negativo
'@_vickvianna o que aconteceu? :(',Negativo
'tô com o coração apertado desde que saiu o resultado da eleição :(',Negativo
'Ai gente parem de criar pânico por favor :(',Negativo
'eu to mt triste :( https://t.co/bfYnwGI1VN',Negativo
'@soumarvinbrito @filipeluiizz @frik0 @MauricioRicardo Mas isso seria uma prova anedotica. Milhões de brasileiros votaram nele. Você pegou sua amostra e definiu a população toda por ela. Se eu for usar a mesma fórmula, vou acabar por considerá-lo um herói :( É perigoso cair nessa de superioridade moral do meu voto.',Negativo
'@KetlinKatrini eu queria mesmo era o rosinha :(',Negativo
'@raphamilton sim mano, a frente progressista do congresso (mínima) n vai ter voz nenhuma em meio aos reaça q foram eleitos :(',Negativo
'@CarolinePimms Descriminalizar o aborto ajudaria mais hahahahahahaha :( Ou maconha.',Negativo
'@childoforgana Eu nunca vi :(',Negativo
'queria que o brasileiro votasse em um candidato bom e não sempre tivesse que escolher entre os menos piores :( #Eleições2018',Negativo
'essas fotos :(( meu xodó demais vontade de imprimir e colar na testa https://t.co/FI0XjSWtZd',Negativo
'bar :( : c85a81e1-8556-47d6-84cc-f43e12ba8f0f',Negativo
'@folha Péssimo igual ao Tiririrca! :(',Negativo
'@yohvmin @seanjosz podem ir skks mas a ma tem q sair cedao da minha casa para n se atrasar para prova :((',Negativo
'Ellen me deixa mto preocupado :( https://t.co/oincpWYKQ4',Negativo
'@marluazi Poxa bb :(',Negativo
'na tela do papai, rolou stream ontem e a gente não sabia pra divulgar :( https://t.co/93JqUdUwjW',Negativo
'falaram tão mal sobre as pessoas que votaram na dilma e não se deram conta que o vice era o temer, e agora ngm tá se ligando de que o vice do bolsonaro é um cara extremamente racista e extremista, pior que o próprio bolsonaro. só observo :(',Negativo
'Família Barbalho continua no poder no Pará. Renan Filho governador de Alagoas. Isso também é triste. :-(',Negativo
'@rannaraabe eu tbm não :(',Negativo
'@saeromade Bodor dia :((',Negativo
'não me sinto ligada a nada com eles, eu só sinto uma decepção enorme pq tenho dois irmãos mais novos que tão sendo criados por essa gente e provavelmente vão acabar assim :(',Negativo
'@191xj nesse sou campeã menos na modalidade cigarro :(((',Negativo
'@shesfirework forcas pra lenda!!! no insta dela na ultima postagem da vontade de chorar com os comentarios :(',Negativo
'@thainadequada :( meu amor eu sinto mt mt mt mesmo, só consigo imaginar o quanto de coisa vc ta escutando',Negativo
'e eu que me encaixo em quase tudo da minoria: religião, sexualidade, cor e gênero... o medo é real :(',Negativo
'@cristinines Força miga :(',Negativo
'é nítido q estou mto triste, o brasil vai d mal a pior. :(',Negativo
'@paolladiaas amiga é complicado viu :-( eu ainda to sem acreditar em quem minha família votou acho que nada me decepciona mais do que isso',Negativo
'Sonhei que a minha mãe (que votou naquele coiso) mandou matar meu tio (ele é gay e irmão dela), eu peguei e mandei me matarem junto à ele, já que era assim então. Acordei chorando muito :( e o pior é eu tentando dormir e não conseguindo',Negativo
'@nathangabrielm_ Eu lembrei :(',Negativo
'Minha mãe mandou eu tirar cópia do meu passaporte é fi agora não tem mais jeito :(;',Negativo
'@candyongguk quem te achou?? vou dar uns tapao &gt;:(((((',Negativo
'Eu queria uma namo que jogasse resident comigo :(',Negativo
'aparentemente vai ser impossível o haddad ganhar no segundo turno :(',Negativo
'@yrmfwn Eu também não :( Mas era difícil',Negativo
'@giovanvandeveld saudadessss :(',Negativo
'@suedarayam amiga força demais mas não desiste não :( meu pai tbm é antipetista e ontem eu consegui convencer ele a votar na marina kkkk depois que saiu o resultado pedi pra votar no haddad e ele disse que tudo bem... então vai tentando o quanto vc conseguir :(',Negativo
'Saudades de quando eu era inteligente e esforçada... ah é, nunca fui :( https://t.co/q6D8wyO55f',Negativo
'@jaesmiling ME LEVA NUNCA TE PEDI NADA :(',Negativo
'essas eleições me afetou tanto que eu não consegui dormir direito, muita ansiedade e medo :(',Negativo
'@_cibelem nuss, eu cheguei a chorar ontem :( quero MUITO estar errada, Cibs.. quero mt ;~',Negativo
'@Iarryisart acho que chegamos ao fundo do poço mana :(',Negativo
'é só a primeira :( https://t.co/XaM3tiBIYZ',Negativo
'@gabiefernandes os próximos anos serão longos :(',Negativo
'@panthereve tenta comer só um pouquinho :(',Negativo
'eu quero sumir, namoral :( https://t.co/uiRjA8wuAh',Negativo
'@kcmilasmile o seu mundo paralelo é muito melhor que o que nós vivemos, queria :(',Negativo
'@iamjhope Vou tentar amor :(',Negativo
'Os estudos interromperam o meu date com o simao :(',Negativo
'@wokkye obrigada por tudo, por ter me aguentando e me apoiado aaa te amo demais :(((',Negativo
'@EduardoBonJovi Me abriga por ai, não quero mais morar aqui :(',Negativo
'Essas redes sociais só estão me deixando frustrada e triste. A vontade é sair daqui e deixar que o circo pegue fogo mesmo, já que é isso que tão querendo. :(',Negativo
'@shiminsuga elly, as roupas dos anos 90 eu queria pra mim :(',Negativo
'oqq houve com o cameron :(',Negativo
'@_elidia é triste :( mas pelo menos a bancada do pt é a maior e a do psol praticamente duplicou',Negativo
'@godz3r4 :( tá foda godinho',Negativo
'O foda e ter convite pra bgs,mas n ter dinheiro pra levar e muito menos lugar pra ficar,precisava ir pra esparecer mais pelo visto n vai rolar :(',Negativo
'Estou sozinha à espera do bus :((',Negativo
'@oraffz eu tô fazendo cursinho, então com quase 19 sigo dizendo :(',Negativo
'conviver com seres humanos é complicado demais — é horrível :( https://t.co/4BgZ1bN9mc',Negativo
'@jessicacunha___ não tem :( ele odeia o pt. tipo MUITO.',Negativo
'@_MariVarini então a gente já falhou aí... :( tô muito triste',Negativo
'@fIowerstokian foi pro segundo turno mas tem muita chance de ganhar :(',Negativo
'@Dimpleyooni Não fica assim meu amor :(',Negativo
'@nacassora tá difícil :( temos que nos cuidar e tentar nos equilibrar minimamente primeiro, depois pensar no que fazer',Negativo
'eu só queria um fascistinha pra deitar na porrada :(',Negativo
'@JoanaLunetS Não te vi!!! :(',Negativo
'@MilioliLaura poxa :(',Negativo
'É difícil entender se eu acordei num país completamente diferente do que eu pensava viver ou se eu simplesmente vivo numa bolha de pessoas boas e tolerantes e o país sempre foi assim. Mas tô triste de morar aqui :(',Negativo
'@CaioCipriano Rede não passou, Caio :(',Negativo
'Kkkkkkkkkkkkkkkkk tadinha mano :( https://t.co/kPiyQIxxRe',Negativo
'@18BeautifulStar Siim, agora a gente sabe quem nos rodeia :(',Negativo
'@amandapask pior é ver meus amigos com essa palhaçada, até dói saber que estou desfazendo amizades pq sempre tive amigos fascistas e nunca soube :(',Negativo
'@racheldwre to na mesma :(',Negativo
'@panthereve Tenta comer só um pouquinho ? Se a dor não melhorar, vá ao médico, não fique sem se alimentar :(',Negativo
'Fiquei triste q todo mundo tirou foto com a camisa do Palmeiras e eu n apareci na ft :(',Negativo
'@drpuppetlp É... acho que o fascismo vai vencer dessa vez :(',Negativo
'@cleitonfelinto Oq faremos BRASIL??? É pra chorar.... :(',Negativo
'alguém me arruma um intercâmbio pra fora do país tb :(',Negativo
'Olá sou a @franciscaa_reis , sou muito simpática e funny , adoro jogar basquete e tenho saudades de falar com a bochechass :((',Negativo
'to tap triste alguém compra um apartamento perto do meu trabalho pra mim :(',Negativo
'eu amo :( https://t.co/aCmkRiT7os',Negativo
'@panthereve Aí meu anjinho, espero que você fique bem :(',Negativo
'meu presidente é um anjo :( https://t.co/t3ZvyaPtNL',Negativo
'mó triste esse bagulho da bgs que eles lançaram a vaga sem informação de que era restrito a alunos de x instituições, dediquei UMA SEMANA INTEIRA fazendo o projeto pra enviar e eles nem pra falar se já saiu resultado ou não :(',Negativo
'Saudades do meu amor, WoW Cataclysm :(',Negativo
'Ver meus amigos sendo atacados no grupo do trabalho simplesmente pelo fato de serem nordestinos. TA TUDO ERRADO!!!! :(',Negativo
'É triste saber que tem tanta gente que se identifica com os preconceitos do Bolsonaro, mas triste ainda é ficar sabendo que tenho  amigos  que se identifica tbm :(',Negativo
'@AmiGarcia182 queria ir :(',Negativo
'minha internet ta horrível :(',Negativo
'@emicida E como se começa uma luta? Sério mesmo, não quero receita de bolo não, mas parece que tudo que faço vai dando em nada. Só tentei argumentar com quem não quer ouvir, serviu pra nada tentar fazer pensar. Perdido mesmo no que fazer :(',Negativo
'um anjinho mesmo, coisa mais fofa :(( nessa posição você parece com uma amiga minha https://t.co/RiEzqxK0b4',Negativo
'@ElisaGoncalvess KKKKKK TÁ /// minha cunhada não trouxe o arthur :(',Negativo
'bom dia ele não :(',Negativo
'@brDucas isso me entristece :(',Negativo
'EU TE QMO TANTO NENÉM :(((((((( https://t.co/A5wfBouHOk',Negativo
'queria ir p praia :(',Negativo
'ma am :((',Negativo
'@gabrielfdborges Ilusão :(',Negativo
'@HeyBiaMaria sim :( só por isso minha presença tá confirmada hoje, senão.......',Negativo
'@994PJH @HW00HJ Poxa eu só tenho o @NoahMelon :(',Negativo
'@thirachid Mas o Pará teve maioria Bolsonaro :(',Negativo
'@blastfemous aor mery 4k :(',Negativo
'san é um ursinho e eu amo ele &gt;:((',Negativo
'@MDanitnkids Faça isso e vc vai acabar elegendo o fascista, vc vai ter tanta parcela de culpa quanto de quem apertou o 17 nas urnas...por favor reconsidere o seu voto no haddad, votar nulo não é uma opção :(',Negativo
'ninguém me mandou bom dia hoje no zap :(((',Negativo
'@leftforcamus Eu não sei nem o que dizer da minha família, me dói duas vezes mais ver minha tia, prima e outras mulheres votando nesse lixo :(',Negativo
'@nxiel_ não tenha vergonha, lele! me machuca te ver no meio desses loucos nazistas. demais. :(',Negativo
'COISA MAIS FOFA :( lindo demais https://t.co/2RHkE4wJrS',Negativo
'@_Barbosago @BrasilGameShow é que eu queria o ingresso para todos os dias :(',Negativo
'@kinguanlinie exclui não :((',Negativo
'@crvgaris Entendo :( ontem eu escutei uma moça falando que só vai votar nele para ele tirar essa  palhaçada  de casais do mesmo sexo.Fiquei muito puta,tentei respirar fundo mas olhei para ela com a minha cara de NOJO',Negativo
'@neeverlong AHHAHHAHAH tranquilo maninho &lt;3 Então mano, falar a vdd pra vc, estamos fadados a tomar mto no nosso cu nesse país, não tem outra explicação, negócio é rezar pra q não de uma merda maior do que já tá :(',Negativo
'@hvezda Foi na onda daquelas festas cheias de bebida barata, água batizada e petiscos de qualidade deveras duvidosa, porque olha... :(',Negativo
'eu amo tanto the rose :(',Negativo
'@NovinBLACKLIST @BrasilGameShow Ja tentei, mas não me responderam :(',Negativo
'depois do gato e da coruja acho que meu 3 animal favorito é o guaxinim, mas eu gosto mt de lontras tb :( dificil decidir',Negativo
'@zaynbrokens mds, sério??? parece que ele se encaixa em todos os momentos da história desse país :(',Negativo
'o sorriso :( só isso pra conseguir me acalmar o meu coração mesmo obrigada por existir e por aparecer assim todo sorridente e saudável eu te amo mais que tudo https://t.co/ngzRtHxyMO',Negativo
'só queria jogar no interséries :(((',Negativo
'@marinarios07 E eu :( nao to acreditando',Negativo
'@anaflajf a bolha chamada meu Facebook é 90% Haddad, mas também era 70% Ciro, não representa o Brasil :(',Negativo
'@oi_loisa infelizmente :(',Negativo
'@filhotededrag KKKKKKKK sim, queria ter ido nessa urna :(',Negativo
'dia pq de bom não tem nada pois ainda estou bem triste pelo acontecido de ontem :(',Negativo
'@gabiefernandes é tão importante saber que temos você do nosso lado, você nao faz idéia. eu to desesperada e com muito medo :(',Negativo
'miles teve q cancelar o show de hj pq ta com problema na garganta, tadinho do meu bb :((',Negativo
'@Lednew43 O problema é que lgbt não pode doar sangue. Eu sempre quis :(',Negativo
'@Any_CedC RAIOS :(',Negativo
'@uggolini muita mesmo :(',Negativo
'@pannshi Tweet mais sensato sobre ele, triste realidade :(',Negativo
'MANO QUE SONHO REALISTA AÍ QUE SACO KKKKKKKKKKKKKK qria tanto que fosse vdd :(',Negativo
'@MulherTamarindo Achei que nunca sentiria vergonha de dizer que sou de Santa Catarina. Em minha cidade, o Coiso ganhou com 72% !!!! :(',Negativo
'@liorheart queria as fics de vcs de volta :(',Negativo
'@nanaslvr :( Jesus nos ajude',Negativo
'OI AMOR :( https://t.co/MnAnbm2ygI',Negativo
'Tão fácil :( https://t.co/yylwMryAS8',Negativo
'Lembrei dos números da eleição de ontem e tô com vontade de chorar. O discurso de ódio e a falta de propostas reais não podem vencer, nunca. :(',Negativo
'minha irmã passou mal de tanto chorar ontem :( queria poder ajudar, mas todas nós estamos apavoradas',Negativo
'@joccastanheira eu com muito medo joana :( eu nao quero ter que me esconder de novo',Negativo
'EU TÔ CHORANDO :(((( https://t.co/C0w4Hqz3fN',Negativo
'Dólar subiu :( - R$3,76 às 10:20',Negativo
'@saamstown eles já estão se achando com carta branca, mana :(',Negativo
'Descobri que minha família por parte de pai são todos Pt, mds que decepção pqp :(',Negativo
'eu só queria fazer minhas aulas :(',Negativo
'Queria alguém pra ir cmg almoçar no gama :(',Negativo
'@xjulialmeida o que aconteceu com ele? :(',Negativo
'@HeteroCuriosa69 vou sentir sdds :(',Negativo
'eu não sei o que fazer :(',Negativo
'esse fim de semana foi tristeza atrás de tristeza, sábado sp perdeu e domingo cirinho perdeu :(',Negativo
